rt;duser;group;dhost;src;LogonType
2020-03-09 13:25:00;Kayleah;supp;PC4;10.1.0.103;10
2020-03-09 13:25:00;Jordon;supp;PC3;10.1.0.101;10
2020-03-09 13:27:00;Mario;compl;PC1;10.1.0.109;10
2020-03-09 13:28:00;Moriah;log;PC2;10.1.0.106;10
2020-03-09 13:29:00;Nicky;buh;SRV1;0.0.0.0;3
2020-03-09 13:30:00;Tony;buh;SRV1;0.0.0.0;3
2020-03-09 13:30:00;Lena;buh;SRV1;0.0.0.0;3
2020-03-09 13:30:00;Rachel;supp;PC3;10.1.0.104;10
2020-03-09 13:31:00;Josh;buh;SRV1;0.0.0.0;3
2020-03-09 13:32:00;Dre;supp;PC4;10.1.0.100;10
2020-03-09 13:32:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-09 13:33:00;Joel;buh;SRV1;0.0.0.0;3
2020-03-09 13:33:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-09 13:36:00;Zoë;buh;SRV1;0.0.0.0;3
2020-03-09 13:38:00;Jonathan;compl;PC1;10.1.0.108;10
2020-03-09 13:40:00;Zoë;buh;SRV1;0.0.0.0;3
2020-03-09 13:42:00;Moriah;log;PC2;10.1.0.106;10
2020-03-09 13:43:00;Jordana;buh;SRV1;0.0.0.0;3
2020-03-09 13:44:00;Kehlani;supp;PC4;10.1.0.102;10
2020-03-09 13:46:00;Joanna;buh;SRV1;0.0.0.0;3
2020-03-09 13:47:00;Jordon;supp;PC3;10.1.0.101;10
2020-03-09 13:47:00;Rachel;supp;PC3;10.1.0.104;10
2020-03-09 13:47:00;Tony;buh;SRV1;0.0.0.0;3
2020-03-09 13:49:00;Jonathan;compl;PC1;10.1.0.108;10
2020-03-09 13:50:00;Martin;buh;SRV1;0.0.0.0;3
2020-03-09 13:51:00;Vlad;buh;SRV1;0.0.0.0;3
2020-03-09 13:52:00;Joanna;buh;SRV1;0.0.0.0;3
2020-03-09 13:54:00;Max;buh;SRV1;0.0.0.0;3
2020-03-09 13:57:00;Joel;buh;SRV1;0.0.0.0;3
2020-03-09 13:57:00;Freya;log;PC2;10.1.0.105;10
2020-03-09 13:58:00;Jordana;buh;SRV1;0.0.0.0;3
2020-03-09 13:59:00;Lindsay;admin;PC5;10.1.0.129;10
2020-03-09 14:00:00;Paulette;admin;PC6;10.1.0.131;10
2020-03-09 14:16:00;Harold;dev;PC4;10.1.0.114;10
2020-03-09 14:21:00;Rickie;dev;PC1;10.1.0.111;10
2020-03-09 14:35:00;Ritchie;dev;PC3;10.1.0.113;10
2020-03-09 14:48:00;Andrew;dev;SRV4;10.1.0.110;10
2020-03-09 14:56:00;David;dev;PC2;10.1.0.112;10
2020-03-09 15:00:00;Dre;supp;PC4;10.1.0.100;10
2020-03-09 15:01:00;Lena;buh;SRV1;0.0.0.0;3
2020-03-09 15:02:00;Vlad;buh;SRV1;0.0.0.0;3
2020-03-09 15:02:00;Freya;log;PC2;10.1.0.105;10
2020-03-09 15:02:00;PeterB;log;PC2;10.1.0.107;10
2020-03-09 15:04:00;Tony;buh;SRV1;0.0.0.0;3
2020-03-09 15:05:00;Mario;compl;PC1;10.1.0.109;10
2020-03-09 15:05:00;Nicky;buh;SRV1;0.0.0.0;3
2020-03-09 15:11:00;Josh;buh;SRV1;0.0.0.0;3
2020-03-09 15:12:00;Lena;buh;SRV1;0.0.0.0;3
2020-03-09 15:12:00;Joel;buh;SRV1;0.0.0.0;3
2020-03-09 15:14:00;Kayleah;supp;PC4;10.1.0.103;10
2020-03-09 15:15:00;Mario;compl;PC1;10.1.0.109;10
2020-03-09 15:16:00;Moriah;log;PC2;10.1.0.106;10
2020-03-09 15:16:00;Jordon;supp;PC3;10.1.0.101;10
2020-03-09 15:16:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-09 15:18:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-09 15:19:00;Rachel;supp;PC3;10.1.0.104;10
2020-03-09 15:21:00;Zoë;buh;SRV1;0.0.0.0;3
2020-03-09 15:21:00;Tony;buh;SRV1;0.0.0.0;3
2020-03-09 15:23:00;Dre;supp;PC4;10.1.0.100;10
2020-03-09 15:24:00;Zoë;buh;SRV1;0.0.0.0;3
2020-03-09 15:25:00;Jonathan;compl;PC1;10.1.0.108;10
2020-03-09 15:25:00;Jordana;buh;SRV1;0.0.0.0;3
2020-03-09 15:29:00;Joanna;buh;SRV1;0.0.0.0;3
2020-03-09 15:29:00;Lindsay;admin;PC6;10.1.0.129;10
2020-03-09 15:29:00;Vlad;buh;SRV1;0.0.0.0;3
2020-03-09 15:30:00;Martin;buh;SRV1;0.0.0.0;3
2020-03-09 15:31:00;Moriah;log;PC2;10.1.0.106;10
2020-03-09 15:31:00;Max;buh;SRV1;0.0.0.0;3
2020-03-09 15:34:00;Kehlani;supp;PC4;10.1.0.102;10
2020-03-09 15:35:00;Joanna;buh;SRV1;0.0.0.0;3
2020-03-09 15:36:00;Joel;buh;SRV1;0.0.0.0;3
2020-03-09 15:37:00;Rachel;supp;PC3;10.1.0.104;10
2020-03-09 15:37:00;Jonathan;compl;PC1;10.1.0.108;10
2020-03-09 15:37:00;Jordon;supp;PC3;10.1.0.101;10
2020-03-09 15:38:00;Bradly;buh;SRV1;0.0.0.0;3
2020-03-09 15:39:00;Jordana;buh;SRV1;0.0.0.0;3
2020-03-09 15:42:00;Nicky;buh;SRV1;0.0.0.0;3
2020-03-09 15:43:00;Jonelle;buh;SRV1;0.0.0.0;3
2020-03-09 15:46:00;Freya;log;PC2;10.1.0.105;10
2020-03-09 15:49:00;Bradly;buh;SRV1;0.0.0.0;3
2020-03-09 15:49:00;PeterB;log;PC2;10.1.0.107;10
2020-03-09 15:50:00;Martin;buh;SRV1;0.0.0.0;3
2020-03-09 15:51:00;Jonelle;buh;SRV1;0.0.0.0;3
2020-03-09 15:54:00;Josh;buh;SRV1;0.0.0.0;3
2020-03-09 15:55:00;Kehlani;supp;PC4;10.1.0.102;10
2020-03-09 15:55:00;Kayleah;supp;PC4;10.1.0.103;10
2020-03-09 15:59:00;Max;buh;SRV1;0.0.0.0;3
2020-03-09 16:02:00;Harold;dev;PC5;10.1.0.114;10
2020-03-09 16:07:00;Rickie;dev;PC2;10.1.0.111;10
2020-03-09 16:21:00;Ritchie;dev;PC4;10.1.0.113;10
2020-03-09 16:25:00;Paulette;admin;SRV1;0.0.0.0;3
2020-03-09 16:35:00;Andrew;dev;PC1;10.1.0.110;10
2020-03-09 16:42:00;David;dev;PC3;10.1.0.112;10
2020-03-09 16:46:00;Harold;dev;SRV2;10.1.0.114;10
2020-03-09 17:59:00;Lindsay;admin;SRV1;0.0.0.0;3
2020-03-09 18:06:00;Ritchie;dev;PC5;10.1.0.113;10
2020-03-09 18:22:00;Andrew;dev;PC2;10.1.0.110;10
2020-03-09 18:29:00;David;dev;PC4;10.1.0.112;10
2020-03-09 18:31:00;Harold;dev;SRV3;10.1.0.114;10
2020-03-09 18:47:00;Ritchie;dev;SRV2;10.1.0.113;10
2020-03-09 18:50:00;Clara;admin;SRV2;0.0.0.0;3
2020-03-09 18:54:00;Rickie;dev;PC3;10.1.0.111;10
2020-03-09 19:30:00;Lindsay;admin;SRV2;0.0.0.0;3
2020-03-09 20:09:00;Andrew;dev;PC3;10.1.0.110;10
2020-03-09 20:15:00;David;dev;PC5;10.1.0.112;10
2020-03-09 20:16:00;Harold;dev;SRV4;10.1.0.114;10
2020-03-09 20:16:00;Clara;admin;SRV3;0.0.0.0;3
2020-03-09 20:32:00;Ritchie;dev;SRV3;10.1.0.113;10
2020-03-09 20:40:00;Rickie;dev;PC4;10.1.0.111;10
2020-03-09 20:52:00;David;dev;SRV2;10.1.0.112;10
2020-03-09 21:00:00;Lindsay;admin;SRV3;0.0.0.0;3
2020-03-09 22:42:00;Clara;admin;SRV4;0.0.0.0;3
2020-03-10 00:32:00;Lindsay;admin;SRV4;0.0.0.0;3
2020-03-10 01:09:00;Clara;admin;SRV5;0.0.0.0;3
2020-03-10 02:00:00;Paulette;admin;DS;10.1.0.131;10
2020-03-10 02:03:00;Lindsay;admin;SRV5;0.0.0.0;3
2020-03-10 03:36:00;Clara;admin;DS;10.1.0.130;10
2020-03-10 04:14:00;Paulette;admin;PC1;0.0.0.0;3
2020-03-10 05:04:00;Clara;admin;PC1;0.0.0.0;3
2020-03-10 06:32:00;Paulette;admin;PC2;0.0.0.0;3
2020-03-10 07:32:00;Clara;admin;PC2;0.0.0.0;3
2020-03-10 08:01:00;Harold;dev;PC1;10.1.0.114;10
2020-03-10 08:01:00;Rickie;dev;SRV2;10.1.0.111;10
2020-03-10 08:18:00;Ritchie;dev;SRV4;10.1.0.113;10
2020-03-10 08:27:00;Rickie;dev;PC5;10.1.0.111;10
2020-03-10 08:38:00;David;dev;SRV3;10.1.0.112;10
2020-03-10 08:52:00;Paulette;admin;PC3;0.0.0.0;3
2020-03-10 08:56:00;Andrew;dev;PC4;10.1.0.110;10
2020-03-10 09:01:00;Clara;admin;PC3;0.0.0.0;3
2020-03-10 09:01:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-10 09:02:00;Mario;compl;PC1;0.0.0.0;3
2020-03-10 09:02:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-10 09:04:00;Kayleah;supp;PC4;0.0.0.0;3
2020-03-10 09:05:00;Zoë;buh;SRV1;0.0.0.0;3
2020-03-10 09:05:00;Moriah;log;PC2;0.0.0.0;3
2020-03-10 09:06:00;Jordon;supp;PC3;0.0.0.0;3
2020-03-10 09:07:00;Jordana;buh;SRV1;0.0.0.0;3
2020-03-10 09:07:00;Vlad;buh;SRV1;0.0.0.0;3
2020-03-10 09:08:00;Max;buh;SRV1;0.0.0.0;3
2020-03-10 09:08:00;Zoë;buh;SRV1;0.0.0.0;3
2020-03-10 09:09:00;Rachel;supp;PC3;0.0.0.0;3
2020-03-10 09:10:00;Martin;buh;SRV1;0.0.0.0;3
2020-03-10 09:11:00;Bradly;buh;SRV1;0.0.0.0;3
2020-03-10 09:13:00;Jonathan;compl;PC1;0.0.0.0;3
2020-03-10 09:13:00;Joanna;buh;SRV1;0.0.0.0;3
2020-03-10 09:14:00;Dre;supp;PC4;0.0.0.0;3
2020-03-10 09:15:00;Joel;buh;SRV1;0.0.0.0;3
2020-03-10 09:17:00;Nicky;buh;SRV1;0.0.0.0;3
2020-03-10 09:19:00;Joanna;buh;SRV1;0.0.0.0;3
2020-03-10 09:20:00;Moriah;log;PC2;0.0.0.0;3
2020-03-10 09:20:00;Jordana;buh;SRV1;0.0.0.0;3
2020-03-10 09:23:00;Bradly;buh;SRV1;0.0.0.0;3
2020-03-10 09:24:00;Kehlani;supp;PC4;0.0.0.0;3
2020-03-10 09:25:00;Jonathan;compl;PC1;0.0.0.0;3
2020-03-10 09:26:00;Jonelle;buh;SRV1;0.0.0.0;3
2020-03-10 09:26:00;Rachel;supp;PC3;0.0.0.0;3
2020-03-10 09:28:00;Jordon;supp;PC3;0.0.0.0;3
2020-03-10 09:30:00;Martin;buh;SRV1;0.0.0.0;3
2020-03-10 09:34:00;Jonelle;buh;SRV1;0.0.0.0;3
2020-03-10 09:35:00;Freya;log;PC2;0.0.0.0;3
2020-03-10 09:35:00;Josh;buh;SRV1;0.0.0.0;3
2020-03-10 09:36:00;Max;buh;SRV1;0.0.0.0;3
2020-03-10 09:37:00;PeterB;log;PC2;0.0.0.0;3
2020-03-10 09:38:00;Tony;buh;SRV1;0.0.0.0;3
2020-03-10 09:40:00;Vlad;buh;SRV1;0.0.0.0;3
2020-03-10 09:41:00;Nicky;buh;SRV1;0.0.0.0;3
2020-03-10 09:44:00;Lena;buh;SRV1;0.0.0.0;3
2020-03-10 09:45:00;Kayleah;supp;PC4;0.0.0.0;3
2020-03-10 09:45:00;Kehlani;supp;PC4;0.0.0.0;3
2020-03-10 09:51:00;PeterB;log;PC2;0.0.0.0;3
2020-03-10 09:51:00;Dre;supp;PC4;0.0.0.0;3
2020-03-10 09:52:00;Mario;compl;PC1;0.0.0.0;3
2020-03-10 09:52:00;Joel;buh;SRV1;0.0.0.0;3
2020-03-10 09:52:00;Josh;buh;SRV1;0.0.0.0;3
2020-03-10 09:52:00;Freya;log;PC2;0.0.0.0;3
2020-03-10 09:54:00;Lena;buh;SRV1;0.0.0.0;3
2020-03-10 09:56:00;Tony;buh;SRV1;0.0.0.0;3
2020-03-10 10:04:00;Ritchie;dev;PC1;10.1.0.113;10
2020-03-10 10:14:00;Andrew;dev;SRV2;10.1.0.110;10
2020-03-10 10:14:00;Paulette;admin;PC4;0.0.0.0;3
2020-03-10 10:24:00;David;dev;SRV4;10.1.0.112;10
2020-03-10 10:43:00;Andrew;dev;PC5;10.1.0.110;10
2020-03-10 10:46:00;Harold;dev;PC2;10.1.0.114;10
2020-03-10 10:48:00;Rickie;dev;SRV3;10.1.0.111;10
2020-03-10 11:01:00;Jonathan;compl;PC1;0.0.0.0;3
2020-03-10 11:02:00;Joanna;buh;SRV1;0.0.0.0;3
2020-03-10 11:02:00;Jordana;buh;SRV1;0.0.0.0;3
2020-03-10 11:08:00;Freya;log;PC2;0.0.0.0;3
2020-03-10 11:09:00;Joanna;buh;SRV1;0.0.0.0;3
2020-03-10 11:10:00;Martin;buh;SRV1;0.0.0.0;3
2020-03-10 11:12:00;Tony;buh;SRV1;0.0.0.0;3
2020-03-10 11:13:00;PeterB;log;PC2;0.0.0.0;3
2020-03-10 11:14:00;Kehlani;supp;PC4;0.0.0.0;3
2020-03-10 11:14:00;Vlad;buh;SRV1;0.0.0.0;3
2020-03-10 11:16:00;Kayleah;supp;PC4;0.0.0.0;3
2020-03-10 11:17:00;Jonelle;buh;SRV1;0.0.0.0;3
2020-03-10 11:17:00;Jordana;buh;SRV1;0.0.0.0;3
2020-03-10 11:18:00;Max;buh;SRV1;0.0.0.0;3
2020-03-10 11:18:00;Joel;buh;SRV1;0.0.0.0;3
2020-03-10 11:19:00;Dre;supp;PC4;0.0.0.0;3
2020-03-10 11:24:00;Freya;log;PC2;0.0.0.0;3
2020-03-10 11:26:00;Jonelle;buh;SRV1;0.0.0.0;3
2020-03-10 11:26:00;PeterB;log;PC2;0.0.0.0;3
2020-03-10 11:30:00;Lindsay;admin;PC4;0.0.0.0;3
2020-03-10 11:30:00;Mario;compl;PC1;0.0.0.0;3
2020-03-10 11:31:00;Nicky;buh;SRV1;0.0.0.0;3
2020-03-10 11:31:00;Martin;buh;SRV1;0.0.0.0;3
2020-03-10 11:33:00;Josh;buh;SRV1;0.0.0.0;3
2020-03-10 11:34:00;Bradly;buh;SRV1;0.0.0.0;3
2020-03-10 11:35:00;Kayleah;supp;PC4;0.0.0.0;3
2020-03-10 11:35:00;Jordon;supp;PC3;0.0.0.0;3
2020-03-10 11:37:00;Lena;buh;SRV1;0.0.0.0;3
2020-03-10 11:39:00;Moriah;log;PC2;0.0.0.0;3
2020-03-10 11:40:00;Mario;compl;PC1;0.0.0.0;3
2020-03-10 11:41:00;Dre;supp;PC4;0.0.0.0;3
2020-03-10 11:41:00;Rachel;supp;PC3;0.0.0.0;3
2020-03-10 11:43:00;Bradly;buh;SRV1;0.0.0.0;3
2020-03-10 11:44:00;Max;buh;SRV1;0.0.0.0;3
2020-03-10 11:45:00;Vlad;buh;SRV1;10.8.0.1;10
2020-03-10 11:47:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-10 11:49:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-10 11:49:00;Lena;buh;SRV1;0.0.0.0;3
2020-03-10 11:50:00;Jonathan;compl;PC1;0.0.0.0;3
2020-03-10 11:51:00;Josh;buh;SRV1;0.0.0.0;3
2020-03-10 11:52:00;Zoë;buh;SRV1;0.0.0.0;3
2020-03-10 11:53:00;Moriah;log;PC2;0.0.0.0;3
2020-03-10 11:53:00;Nicky;buh;SRV1;0.0.0.0;3
2020-03-10 11:54:00;Joel;buh;SRV1;0.0.0.0;3
2020-03-10 11:54:00;Kehlani;supp;PC4;0.0.0.0;3
2020-03-10 11:56:00;Jordon;supp;PC3;0.0.0.0;3
2020-03-10 11:56:00;Tony;buh;SRV1;0.0.0.0;3
2020-03-10 11:57:00;Zoë;buh;SRV1;10.8.0.1;10
2020-03-10 11:58:00;Rachel;supp;PC3;0.0.0.0;3
2020-03-10 12:01:00;Andrew;dev;SRV3;10.1.0.110;10
2020-03-10 12:10:00;David;dev;PC1;10.1.0.112;10
2020-03-10 12:31:00;Harold;dev;PC3;10.1.0.114;10
2020-03-10 12:34:00;Rickie;dev;SRV4;10.1.0.111;10
2020-03-10 12:37:00;Paulette;admin;PC5;0.0.0.0;3
2020-03-10 12:49:00;Ritchie;dev;PC2;10.1.0.113;10
2020-03-10 13:00:00;Jonelle;buh;SRV1;0.0.0.0;3
2020-03-10 13:01:00;PeterB;log;PC2;0.0.0.0;3
2020-03-10 13:04:00;Kehlani;supp;PC4;0.0.0.0;3
2020-03-10 13:06:00;Bradly;buh;SRV1;0.0.0.0;3
2020-03-10 13:06:00;Kayleah;supp;PC4;0.0.0.0;3
2020-03-10 13:06:00;Nicky;buh;SRV1;0.0.0.0;3
2020-03-10 13:09:00;Dre;supp;PC4;0.0.0.0;3
2020-03-10 13:09:00;Jonelle;buh;SRV1;0.0.0.0;3
2020-03-10 13:11:00;Martin;buh;SRV1;0.0.0.0;3
2020-03-10 13:13:00;Freya;log;PC2;0.0.0.0;3
2020-03-10 13:14:00;PeterB;log;PC2;0.0.0.0;3
2020-03-10 13:14:00;Josh;buh;SRV1;0.0.0.0;3
2020-03-10 13:16:00;Bradly;buh;SRV1;0.0.0.0;3
2020-03-10 13:17:00;Mario;compl;PC1;0.0.0.0;3
2020-03-10 13:19:00;Lena;buh;SRV1;0.0.0.0;3
2020-03-10 13:22:00;Max;buh;SRV1;0.0.0.0;3
2020-03-10 13:23:00;Vlad;buh;SRV1;0.0.0.0;3
2020-03-10 13:25:00;Kayleah;supp;PC4;0.0.0.0;3
2020-03-10 13:25:00;Jordon;supp;PC3;0.0.0.0;3
2020-03-10 13:27:00;Mario;compl;PC1;0.0.0.0;3
2020-03-10 13:28:00;Moriah;log;PC2;0.0.0.0;3
2020-03-10 13:29:00;Nicky;buh;SRV1;0.0.0.0;3
2020-03-10 13:30:00;Tony;buh;SRV1;0.0.0.0;3
2020-03-10 13:30:00;Rachel;supp;PC3;0.0.0.0;3
2020-03-10 13:30:00;Lena;buh;SRV1;0.0.0.0;3
2020-03-10 13:31:00;Josh;buh;SRV1;0.0.0.0;3
2020-03-10 13:32:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-10 13:32:00;Dre;supp;PC4;0.0.0.0;3
2020-03-10 13:33:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-10 13:33:00;Joel;buh;SRV1;0.0.0.0;3
2020-03-10 13:36:00;Zoë;buh;SRV1;0.0.0.0;3
2020-03-10 13:38:00;Jonathan;compl;PC1;0.0.0.0;3
2020-03-10 13:40:00;Zoë;buh;SRV1;0.0.0.0;3
2020-03-10 13:42:00;Moriah;log;PC2;0.0.0.0;3
2020-03-10 13:43:00;Jordana;buh;SRV1;0.0.0.0;3
2020-03-10 13:44:00;Kehlani;supp;PC4;0.0.0.0;3
2020-03-10 13:46:00;Joanna;buh;SRV1;0.0.0.0;3
2020-03-10 13:47:00;Rachel;supp;PC3;0.0.0.0;3
2020-03-10 13:47:00;Tony;buh;SRV1;0.0.0.0;3
2020-03-10 13:47:00;Jordon;supp;PC3;0.0.0.0;3
2020-03-10 13:49:00;Jonathan;compl;PC1;0.0.0.0;3
2020-03-10 13:50:00;Martin;buh;SRV1;0.0.0.0;3
2020-03-10 13:51:00;Vlad;buh;SRV1;0.0.0.0;3
2020-03-10 13:52:00;Joanna;buh;SRV1;0.0.0.0;3
2020-03-10 13:54:00;Max;buh;SRV1;0.0.0.0;3
2020-03-10 13:57:00;Joel;buh;SRV1;0.0.0.0;3
2020-03-10 13:57:00;Freya;log;PC2;0.0.0.0;3
2020-03-10 13:58:00;Jordana;buh;SRV1;0.0.0.0;3
2020-03-10 13:59:00;Lindsay;admin;PC5;0.0.0.0;3
2020-03-10 14:00:00;Paulette;admin;PC6;0.0.0.0;3
2020-03-10 14:16:00;Harold;dev;PC4;10.1.0.114;10
2020-03-10 14:21:00;Rickie;dev;PC1;10.1.0.111;10
2020-03-10 14:35:00;Ritchie;dev;PC3;10.1.0.113;10
2020-03-10 14:48:00;Andrew;dev;SRV4;10.1.0.110;10
2020-03-10 14:56:00;David;dev;PC2;10.1.0.112;10
2020-03-10 15:00:00;Dre;supp;PC4;0.0.0.0;3
2020-03-10 15:01:00;Lena;buh;SRV1;0.0.0.0;3
2020-03-10 15:02:00;Vlad;buh;SRV1;0.0.0.0;3
2020-03-10 15:02:00;Freya;log;PC2;0.0.0.0;3
2020-03-10 15:02:00;PeterB;log;PC2;0.0.0.0;3
2020-03-10 15:04:00;Tony;buh;SRV1;0.0.0.0;3
2020-03-10 15:05:00;Nicky;buh;SRV1;0.0.0.0;3
2020-03-10 15:05:00;Mario;compl;PC1;0.0.0.0;3
2020-03-10 15:11:00;Josh;buh;SRV1;0.0.0.0;3
2020-03-10 15:12:00;Lena;buh;SRV1;0.0.0.0;3
2020-03-10 15:12:00;Joel;buh;SRV1;0.0.0.0;3
2020-03-10 15:14:00;Kayleah;supp;PC4;0.0.0.0;3
2020-03-10 15:15:00;Mario;compl;PC1;0.0.0.0;3
2020-03-10 15:16:00;Jordon;supp;PC3;0.0.0.0;3
2020-03-10 15:16:00;Moriah;log;PC2;0.0.0.0;3
2020-03-10 15:16:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-10 15:18:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-10 15:19:00;Rachel;supp;PC3;0.0.0.0;3
2020-03-10 15:21:00;Tony;buh;SRV1;0.0.0.0;3
2020-03-10 15:21:00;Zoë;buh;SRV1;0.0.0.0;3
2020-03-10 15:23:00;Dre;supp;PC4;0.0.0.0;3
2020-03-10 15:24:00;Zoë;buh;SRV1;0.0.0.0;3
2020-03-10 15:25:00;Jordana;buh;SRV1;0.0.0.0;3
2020-03-10 15:25:00;Jonathan;compl;PC1;0.0.0.0;3
2020-03-10 15:29:00;Vlad;buh;SRV1;0.0.0.0;3
2020-03-10 15:29:00;Lindsay;admin;PC6;0.0.0.0;3
2020-03-10 15:29:00;Joanna;buh;SRV1;0.0.0.0;3
2020-03-10 15:30:00;Martin;buh;SRV1;0.0.0.0;3
2020-03-10 15:31:00;Moriah;log;PC2;0.0.0.0;3
2020-03-10 15:31:00;Max;buh;SRV1;0.0.0.0;3
2020-03-10 15:34:00;Kehlani;supp;PC4;0.0.0.0;3
2020-03-10 15:35:00;Joanna;buh;SRV1;0.0.0.0;3
2020-03-10 15:36:00;Joel;buh;SRV1;0.0.0.0;3
2020-03-10 15:37:00;Jordon;supp;PC3;0.0.0.0;3
2020-03-10 15:37:00;Jonathan;compl;PC1;0.0.0.0;3
2020-03-10 15:37:00;Rachel;supp;PC3;0.0.0.0;3
2020-03-10 15:38:00;Bradly;buh;SRV1;0.0.0.0;3
2020-03-10 15:39:00;Jordana;buh;SRV1;10.8.0.1;10
2020-03-10 15:42:00;Nicky;buh;SRV1;0.0.0.0;3
2020-03-10 15:43:00;Jonelle;buh;SRV1;0.0.0.0;3
2020-03-10 15:46:00;Freya;log;PC2;0.0.0.0;3
2020-03-10 15:49:00;Bradly;buh;SRV1;10.8.0.1;10
2020-03-10 15:49:00;PeterB;log;PC2;0.0.0.0;3
2020-03-10 15:50:00;Martin;buh;SRV1;0.0.0.0;3
2020-03-10 15:51:00;Jonelle;buh;SRV1;0.0.0.0;3
2020-03-10 15:54:00;Josh;buh;SRV1;0.0.0.0;3
2020-03-10 15:55:00;Kayleah;supp;PC4;0.0.0.0;3
2020-03-10 15:55:00;Kehlani;supp;PC4;0.0.0.0;3
2020-03-10 15:59:00;Max;buh;SRV1;0.0.0.0;3
2020-03-10 16:02:00;Harold;dev;PC5;10.1.0.114;10
2020-03-10 16:07:00;Rickie;dev;PC2;10.1.0.111;10
2020-03-10 16:21:00;Ritchie;dev;PC4;10.1.0.113;10
2020-03-10 16:25:00;Paulette;admin;SRV1;0.0.0.0;3
2020-03-10 16:35:00;Andrew;dev;PC1;10.1.0.110;10
2020-03-10 16:42:00;David;dev;PC3;10.1.0.112;10
2020-03-10 16:46:00;Harold;dev;SRV2;10.1.0.114;10
2020-03-10 17:59:00;Lindsay;admin;SRV1;0.0.0.0;3
2020-03-10 18:06:00;Ritchie;dev;PC5;10.1.0.113;10
2020-03-10 18:22:00;Andrew;dev;PC2;10.1.0.110;10
2020-03-10 18:29:00;David;dev;PC4;10.1.0.112;10
2020-03-10 18:31:00;Harold;dev;SRV3;10.1.0.114;10
2020-03-10 18:47:00;Ritchie;dev;SRV2;10.1.0.113;10
2020-03-10 18:50:00;Clara;admin;SRV2;0.0.0.0;3
2020-03-10 18:54:00;Rickie;dev;PC3;10.1.0.111;10
2020-03-10 19:30:00;Lindsay;admin;SRV2;0.0.0.0;3
2020-03-10 20:09:00;Andrew;dev;PC3;10.1.0.110;10
2020-03-10 20:15:00;David;dev;PC5;10.1.0.112;10
2020-03-10 20:16:00;Clara;admin;SRV3;0.0.0.0;3
2020-03-10 20:16:00;Harold;dev;SRV4;10.1.0.114;10
2020-03-10 20:32:00;Ritchie;dev;SRV3;10.1.0.113;10
2020-03-10 20:40:00;Rickie;dev;PC4;10.1.0.111;10
2020-03-10 20:52:00;David;dev;SRV2;10.1.0.112;10
2020-03-10 21:00:00;Lindsay;admin;SRV3;0.0.0.0;3
2020-03-10 22:42:00;Clara;admin;SRV4;0.0.0.0;3
2020-03-11 00:32:00;Lindsay;admin;SRV4;10.1.0.129;10
2020-03-11 01:09:00;Clara;admin;SRV5;10.1.0.130;10
2020-03-11 02:00:00;Andrew;dev;SRV1;0.0.0.0;3
2020-03-11 02:03:00;Lindsay;admin;SRV5;10.1.0.129;10
2020-03-11 03:36:00;Clara;admin;DS;0.0.0.0;3
2020-03-11 04:14:00;Paulette;admin;PC1;0.0.0.0;3
2020-03-11 05:04:00;Clara;admin;PC1;0.0.0.0;3
2020-03-11 06:32:00;Paulette;admin;PC2;0.0.0.0;3
2020-03-11 07:32:00;Clara;admin;PC2;0.0.0.0;3
2020-03-11 08:01:00;Harold;dev;PC1;10.1.0.114;10
2020-03-11 08:01:00;Rickie;dev;SRV2;10.1.0.111;10
2020-03-11 08:18:00;Ritchie;dev;SRV4;10.1.0.113;10
2020-03-11 08:27:00;Rickie;dev;PC5;10.1.0.111;10
2020-03-11 08:38:00;David;dev;SRV3;10.1.0.112;10
2020-03-11 08:52:00;Paulette;admin;PC3;0.0.0.0;3
2020-03-11 08:56:00;Andrew;dev;PC4;10.1.0.110;10
2020-03-11 09:01:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-11 09:01:00;Clara;admin;PC3;0.0.0.0;3
2020-03-11 09:02:00;Tonya;buh;SRV1;0.0.0.0;3
2020-03-11 09:02:00;Mario;compl;PC1;0.0.0.0;3
2020-03-11 09:04:00;Kayleah;supp;PC4;0.0.0.0;3
2020-03-11 09:05:00;Zoë;buh;SRV1;0.0.0.0;3
2020-03-11 09:05:00;Moriah;log;PC2;0.0.0.0;3
2020-03-11 09:06:00;Jordon;supp;PC3;0.0.0.0;3
2020-03-11 09:07:00;Vlad;buh;SRV1;0.0.0.0;3
2020-03-11 09:07:00;Jordana;buh;SRV1;0.0.0.0;3
2020-03-11 09:08:00;Max;buh;SRV1;0.0.0.0;3
2020-03-11 09:08:00;Zoë;buh;SRV1;0.0.0.0;3
2020-03-11 09:09:00;Rachel;supp;PC3;0.0.0.0;3
